ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen
 19.6 ," T Natarajan to Gurkeerat Singh, leg byes, 1 run, Gurkeerat tries the reverse-paddle, misses, hit in the front but the ball pitched outside leg, they steal a run ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 19.5 ," T Natarajan to Siraj, 1 run, tell you what, Siraj is playing those mini helicopter kind of shots. The lack of feet and the last whip of the wrists surely make it look like that. Yorker, sliced to cover ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 19.4 ," T Natarajan to Gurkeerat Singh, 1 run, yorker outside off stump, Gurkeerat squeezes it square of the wicket ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 19.3 ," T Natarajan to Gurkeerat Singh, no run, Gurkeerat is making all those moves at the crease but he's just not able to connect. Tried to paddle this yorker, but it went to short fine leg off the pad, Siraj was halfway down, could have been a run-out had the ball been hurled to the bowler but they are happy with the dot ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 19.2 ," T Natarajan to Gurkeerat Singh, no run, difficult to power the ball over cover with a left-armer slanting it across without pace. Swipe and miss ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 19.1 ," T Natarajan to Siraj, byes, 1 run, Siraj swings and misses, Oh they go for the run, easy run-out for Saha but misses ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 18.6 ," Holder to Siraj, 1 run, yorker flicked away uppishly to long-on ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 18.5 ," Holder to Gurkeerat Singh, 1 run, shortish delivery, Gurkeerat pulls it to deep mid-wicket ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 18.4 ," Holder to Udana, out Caught by Williamson!! This is such a bowling masterclass from SRH. It's a sluggish pitch, so just take pace off and invite the big hits to the lower-order, Udana tries to clear the infield over cover, instead skies it to KW. Udana c Williamson b Holder 0(1) ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
 18.3 ," Holder to Gurkeerat Singh, 1 run, Gurkeerat connects decently but the slice lands in front of deep cover ",RCB Inns,52n,Royal Challengers Bangalore,Sunrisers Hyderabad,"Royal Challengers Bangalore (Playing XI): Josh Philippe, Devdutt Padikkal, Virat Kohli(c), AB de Villiers(w), Gurkeerat Singh Mann, Washington Sundar, Chris Morris, Isuru Udana, Mohammed Siraj, Navdeep Saini, Yuzvendra Chahal","Sunrisers Hyderabad (Playing XI): David Warner(c), Wriddhiman Saha(w), Manish Pandey, Kane Williamson, Abdul Samad, Jason Holder, Abhishek Sharma, Rashid Khan, Shahbaz Nadeem, Sandeep Sharma, T Natarajan",,,IPL,2020,"Sharjah Cricket Stadium,Sharjah","Oct 31,2020",Sunrisers Hyderabad have won the toss and have opted to field,Sunrisers Hyderabad won by 5 wkts,Sandeep Sharma,SRH,field
